name	lat	lon
Laconia, NH	43.528	-71.47
Lancaster, NH	44.489	-71.569
Lebanon, NH	43.642	-72.252
Littleton, NH	44.306	-71.77
Madison, NH	43.899	-71.148
Manchester, NH	42.996	-71.455
Marlborough, NH	42.904	-72.208
Mason, NH	42.744	-71.769
Merrimack, NH	42.865	-71.493
Milford, NH	42.835	-71.649
Nashua, NH	42.765	-71.468
New Castle, NH	43.072	-70.716
Newport, NH	43.365	-72.173
Newton, NH	42.87	-71.034
Northfield, NH	43.433	-71.592
Pelham, NH	42.735	-71.325
Pittsfield, NH	43.306	-71.324
Plymouth, NH	43.757	-71.688
Portsmouth, NH	43.072	-70.763
Richmond, NH	42.755	-72.272
Rochester, NH	43.305	-70.976
Rye, NH	43.013	-70.771
Salem, NH	42.788	-71.201
Salisbury, NH	43.38	-71.717
Seabrook, NH	42.895	-70.871
Springfield, NH	43.495	-72.033
Thornton, NH	43.893	-71.676
Troy, NH	42.824	-72.181
Wakefield, NH	43.568	-71.03
Warren, NH	43.923	-71.892
Wilton, NH	42.843	-71.735
Winchester, NH	42.773	-72.383
Windham, NH	42.801	-71.304
Woodstock, NH	43.978	-71.685
Allendale, NJ	41.041	-74.129
Allentown, NJ	40.178	-74.583
Asbury Park, NJ	40.22	-74.012
Avenel, NJ	40.58	-74.285
Bayonne, NJ	40.669	-74.114
Belleville, NJ	40.794	-74.15
Belvidere, NJ	40.83	-75.078
Bergenfield, NJ	40.928	-73.997
Beverly, NJ	40.065	-74.919
Bloomfield, NJ	40.807	-74.185
Bloomingdale, NJ	41.002	-74.327
Bloomingdale, NJ	40.498	-74.647
Burlington, NJ	40.071	-74.865
Caldwell, NJ	40.84	-74.277
Carteret, NJ	40.577	-74.228
Chester, NJ	40.784	-74.697
Cliffside Park, NJ	40.821	-73.988
Clifton, NJ	40.858	-74.164
Clinton, NJ	40.637	-74.91
Colonia, NJ	40.575	-74.302
Cranford, NJ	40.658	-74.3
Dayton, NJ	40.373	-74.51
Dover, NJ	40.884	-74.562
Dumont, NJ	40.941	-73.997
East Brunswick, NJ	40.428	-74.416
East Orange, NJ	40.767	-74.205
Edison, NJ	40.519	-74.412
Edgewater, NJ	40.827	-73.976
Elizabeth, NJ	40.664	-74.211
Elmwood Park, NJ	40.904	-74.118
Englewood, NJ	40.893	-73.973
Ewing, NJ	40.27	-74.8
Fair Lawn, NJ	40.94	-74.132
Fairfield, NJ	40.884	-74.306
Fords, NJ	40.529	-74.316
Fort Lee, NJ	40.851	-73.97
Franklin, NJ	41.122	-74.58
Garfield, NJ	40.881	-74.113
Gladstone, NJ	40.723	-74.665
Hackensack, NJ	40.886	-74.043
Harrison, NJ	40.746	-74.156
Hawthorne, NJ	40.949	-74.154
Highland Park, NJ	40.496	-74.424
Hillside, NJ	40.701	-74.23
Hoboken, NJ	40.744	-74.032
Hopatcong, NJ	40.933	-74.659
Hopatcong Hills, NJ	40.944	-74.671
Irvington, NJ	40.732	-74.235
Iselin, NJ	40.575	-74.322
Jersey City, NJ	40.728	-74.078
Kearny, NJ	40.768	-74.145
Kingston, NJ	40.375	-74.613
Lakewood, NJ	40.098	-74.218
Lawrenceville, NJ	40.297	-74.73
Lebanon, NJ	40.642	-74.836
Lincoln Park, NJ	40.924	-74.302
Linden, NJ	40.622	-74.245
Livingston, NJ	40.796	-74.315
Lodi, NJ	40.882	-74.083
Long Branch, NJ	40.304	-73.992
Lyndhurst, NJ	40.812	-74.124
Madison, NJ	40.76	-74.417
Maplewood, NJ	40.731	-74.273
Maywood, NJ	40.903	-74.062
Milford, NJ	40.569	-75.095
Montclair, NJ	40.826	-74.209
Morristown, NJ	40.797	-74.482
New Brunswick, NJ	40.486	-74.452
New Milford, NJ	40.933	-74.018
Newark, NJ	40.736	-74.172
Newton, NJ	41.058	-74.753
North Arlington, NJ	40.788	-74.133
North Bergen, NJ	40.804	-74.012
North Plainfield, NJ	40.63	-74.427
Northfield, NJ	40.774	-74.325
Norton, NJ	40.657	-74.979
Norwood, NJ	40.998	-73.962
Nutley, NJ	40.822	-74.16
Oakland, NJ	41.013	-74.264
Old Bridge, NJ	40.415	-74.365
Orange, NJ	40.771	-74.233
Oxford, NJ	40.803	-74.99
Palisades Park, NJ	40.848	-73.998
Paramus, NJ	40.945	-74.075
Park Ridge, NJ	41.038	-74.041
Parsippany, NJ	40.858	-74.426
Passaic, NJ	40.857	-74.128
Paterson, NJ	40.917	-74.172
Perth Amboy, NJ	40.507	-74.265
Piscataway, NJ	40.499	-74.399
Plainfield, NJ	40.617	-74.417
Point Pleasant, NJ	40.083	-74.068
Princeton, NJ	40.349	-74.659
Rahway, NJ	40.608	-74.278
Ramsey, NJ	41.057	-74.141
Ridgewood, NJ	40.979	-74.117
Riverdale, NJ	40.994	-74.303
Riverton, 	40.008	-74.997
Riverton, NJ	40.012	-75.015
Roselle, NJ	40.664	-74.263
Rutherford, NJ	40.826	-74.107
Sayreville, NJ	40.459	-74.361
Sayreville Junction, NJ	40.465	-74.33
Scotch Plains, NJ	40.655	-74.39
Secaucus, NJ	40.797	-74.055
Shrewsbury, NJ	40.183	-74.529
Shrewsbury, NJ	40.33	-74.062
Somerset, NJ	40.498	-74.488
Somerville, NJ	40.574	-74.61
South Old Bridge, NJ	40.408	-74.354
South Orange, NJ	40.749	-74.261
South Plainfield, NJ	40.579	-74.412
South River, NJ	40.446	-74.386
Springfield, NJ	40.705	-74.317
Summit, NJ	40.741	-74.36
Teaneck, NJ	40.898	-74.016
Tinton Falls, NJ	40.304	-74.1
Trenton, NJ	40.217	-74.743
Union, NJ	40.698	-74.263
Union City, NJ	40.78	-74.024
Washington, NJ	40.758	-74.979
Wayne, NJ	40.925	-74.277
West Milford, NJ	41.131	-74.367
West New York, NJ	40.788	-74.014
West Orange, NJ	40.799	-74.239
Westfield, NJ	40.659	-74.347
Weston, NJ	40.535	-74.591
Willingboro, NJ	40.028	-74.869
Woodbridge, NJ	40.558	-74.285
Wyckoff, NJ	41.01	-74.173
Addison, NY	42.103	-77.234
Akron, NY	43.021	-78.495
Albany, NY	42.653	-73.756
Altamont, NY	42.701	-74.034
Amsterdam, NY	42.939	-74.188
Andover, NY	42.156	-77.796
Arlington, NY	41.696	-73.897
Athens, NY	42.26	-73.81
Auburn, NY	42.932	-76.566
Avon, NY	42.912	-77.746
Baldwin, NY	40.656	-73.609
Batavia, NY	42.998	-78.188
Bay Shore, NY	40.725	-73.245
Beacon, NY	41.505	-73.97
Bedford, NY	41.204	-73.644
Bellmore, NY	40.669	-73.527
Belmont, NY	42.223	-78.034
Bensonhurst, NY	40.602	-73.994
Bethpage, NY	40.744	-73.482
Binghamton, NY	42.099	-75.918
Bloomfield, NY	40.613	-74.178
Brentwood, NY	40.781	-73.246
Bridgeport, NY	43.155	-75.969
Bridgeport, NY	42.916	-76.752
Brighton, NY	43.148	-77.551
Brookhaven, NY	40.779	-72.915
Brooklyn, NY	40.65	-73.95
Buffalo, NY	42.886	-78.878
Caledonia, NY	42.973	-77.853
Calverton, NY	40.906	-72.743
Cambridge, NY	43.028	-73.381
Camden, NY	43.335	-75.748
Canton, NY	44.596	-75.169
Carmel, NY	41.43	-73.68
Centereach, NY	40.858	-73.1
Central Islip, NY	40.791	-73.202
Cheektowaga, NY	42.903	-78.755
Cheshire, NY	42.821	-77.327
Chester, NY	41.363	-74.271
Clayton, NY	44.239	-76.086
Clinton, NY	43.048	-75.379
Cohoes, NY	42.774	-73.7
Columbus, NY	42.684	-75.373
Commack, NY	40.843	-73.293
Coney Island, NY	40.578	-73.994
Copiague, NY	40.681	-73.4
Coram, NY	40.869	-73.001
Corinth, NY	43.245	-73.832
Cortland, NY	42.601	-76.18
Deer Park, NY	40.762	-73.329
Depew, NY	42.904	-78.692
Dix Hills, NY	40.805	-73.336
East Meadow, NY	40.714	-73.559
East Massapequa, NY	40.673	-73.437
East New York, NY	40.667	-73.882
East Northport, NY	40.877	-73.325
East Patchogue, NY	40.767	-72.996
East Setauket, NY	40.941	-73.106
Eastchester, NY	40.888	-73.833
Eden, NY	42.652	-78.897
Eden, NY	41.289	-74.494
Eggertsville, NY	42.963	-78.804
Elizabethtown, NY	44.216	-73.591
Elmira, NY	42.09	-76.808
Elmont, NY	40.701	-73.713
Farmingville, NY	40.831	-73.03
Fayetteville, NY	43.03	-76.004
Floral Park, NY	40.724	-73.705
Frankfort, NY	43.039	-75.07
Franklin Square, NY	40.707	-73.676
Freeport, NY	40.658	-73.583
Garden City, NY	40.727	-73.634
Geneva, NY	42.869	-76.978
Glen Cove, NY	40.862	-73.634
Gloversville, NY	43.053	-74.344
Goshen, NY	41.402	-74.324
Greenburgh, NY	41.033	-73.843
Greenville, NY	40.998	-73.821
Hamilton, NY	42.827	-75.545
Harrison, NY	40.969	-73.713
Hauppauge, NY	40.826	-73.203
Hawthorne, NY	41.107	-73.796
Hempstead, NY	40.706	-73.619
Hicksville, NY	40.768	-73.525
Highland, NY	41.721	-73.96
Hinsdale, NY	43.105	-76.138
Holbrook, NY	40.812	-73.078
Holland, NY	42.641	-78.542
Holtsville, NY	40.815	-73.045
Hudson, NY	42.253	-73.791
Huntington, NY	40.868	-73.426
Huntington Station, NY	40.853	-73.412
Irondequoit, NY	43.213	-77.58
Irvington, NY	41.039	-73.868
Islip, NY	40.73	-73.21
Ithaca, NY	42.441	-76.497
Jamestown, NY	42.097	-79.235
Johnson City, NY	42.116	-75.959
Johnstown, NY	43.007	-74.368
Kenmore, NY	42.966	-78.87
Kings Park, NY	40.886	-73.257
Kingston, NY	41.927	-73.997
Kiryas Joel, NY	41.342	-74.168
Lackawanna, NY	42.826	-78.823
Lake Ronkonkoma, NY	40.835	-73.131
Lakeland, NY	43.09	-76.24
Lakeland, NY	40.808	-73.12
Lakewood, NY	42.104	-79.333
Lancaster, NY	42.901	-78.67
Lansing, NY	42.484	-76.48
Laurel, NY	40.97	-72.562
Lawrence, NY	40.616	-73.73
Levittown, NY	40.726	-73.514
Lewiston, NY	43.173	-79.036
Liberty, NY	41.801	-74.747
Lima, NY	42.905	-77.611
Lincoln Park, NY	41.951	-73.994
Lindenhurst, NY	40.687	-73.373
Livonia, NY	42.821	-77.669
Lockport, NY	43.171	-78.69
Long Beach, NY	40.588	-73.658
Long Island City, NY	40.745	-73.949
Lynbrook, NY	40.655	-73.672
Mamaroneck, NY	40.949	-73.733
Manchester, NY	42.97	-77.23
Manhattan, NY	40.783	-73.966
Marion, NY	43.143	-77.189
Marlboro, NY	41.606	-73.972
Massapequa, NY	40.681	-73.474
Massapequa Park, NY	40.68	-73.455
Mastic, NY	40.802	-72.841
Medford, NY	40.818	-73.0
Medina, NY	43.22	-78.387
Melrose Park, NY	42.909	-76.54
Melville, NY	40.793	-73.415
Merrick, NY	40.663	-73.552
Middletown, NY	41.446	-74.423
Milton, NY	43.034	-73.853
Milton, NY	41.66	-73.957
Mineola, NY	40.749	-73.641
Monroe, NY	41.331	-74.187
Monsey, NY	41.111	-74.068
Montebello, NY	41.136	-74.118
Montgomery, NY	41.528	-74.237
Montrose, NY	41.252	-73.932
Morrisville, NY	42.899	-75.64
Mount Vernon, NY	40.913	-73.837
Nanuet, NY	41.089	-74.013
Naples, NY	42.615	-77.402
New Berlin, NY	42.624	-75.332
New City, NY	41.148	-73.989
New Rochelle, NY	40.911	-73.782
New York City, NY	40.714	-74.006
Newark, NY	43.047	-77.095
Newburgh, NY	41.503	-74.01
Niagara Falls, NY	43.095	-79.057
Norfolk, NY	44.801	-74.991
North Amityville, NY	40.698	-73.425
North Babylon, NY	40.716	-73.322
North Bay Shore, NY	40.736	-73.263
North Bellmore, NY	40.691	-73.533
North Massapequa, NY	40.701	-73.462
North Tonawanda, NY	43.039	-78.864
North Valley Stream, NY	40.685	-73.702
Northport, NY	40.901	-73.343
Norwood, NY	44.751	-74.994
Oakdale, NY	42.251	-73.78
Oakdale, NY	40.744	-73.139
Oceanside, NY	40.639	-73.64
Ontario, NY	43.221	-77.283
Ossining, NY	41.163	-73.862
Oswego, NY	43.455	-76.51
Oxford, NY	42.442	-75.598
Pearl River, NY	41.059	-74.022
Peekskill, NY	41.29	-73.92
Pelham, NY	40.91	-73.808
Philadelphia, NY	44.154	-75.709
Phoenix, NY	43.231	-76.301
Plainview, NY	40.776	-73.467
Plattsburgh, NY	44.699	-73.453
Pleasantville, NY	41.133	-73.793
Pomona, NY	41.167	-74.043
Port Chester, NY	41.002	-73.666
Port Washington, NY	40.826	-73.698
Poughkeepsie, NY	41.7	-73.921
Randolph, NY	42.162	-78.975
Riverside, NY	40.881	-72.678
Rochester, NY	43.155	-77.616
Rock Hill, NY	41.626	-74.598
Rockville Centre, NY	40.659	-73.641
Rome, NY	43.213	-75.456
Ronkonkoma, NY	40.815	-73.112
Roosevelt, NY	40.679	-73.589
Rotterdam, NY	42.787	-73.971
Rye, NY	40.981	-73.684
Salisbury, NY	40.746	-73.56
Saratoga Springs, NY	43.083	-73.785
Sayville, NY	40.736	-73.082
Scarsdale, NY	41.005	-73.785
Schenectady, NY	42.814	-73.94
Seaford, NY	40.666	-73.488
Selden, NY	40.866	-73.036
Shirley, NY	40.801	-72.868
Sidney, NY	42.315	-75.392
Smithtown, NY	40.856	-73.201
South Hill, NY	42.429	-76.495
Springville, NY	42.508	-78.667
Spring Valley, NY	41.113	-74.044
Stillwater, NY	42.938	-73.653
Syosset, NY	40.826	-73.502
Syracuse, NY	43.048	-76.147
Tonawanda, NY	43.02	-78.88
Troy, NY	42.728	-73.692
Uniondale, NY	40.7	-73.593
Utica, NY	43.101	-75.233
Valley Stream, NY	40.664	-73.708
Wantagh, NY	40.684	-73.51
Warrensburg, NY	43.497	-73.776
Warwick, NY	41.256	-74.36
Waterford, NY	42.793	-73.681
Waterloo, NY	42.905	-76.863
Watertown, NY	43.975	-75.911
Waterville, NY	42.931	-75.38
Waverly, NY	42.01	-76.527
West Albany, NY	42.683	-73.778
West Babylon, NY	40.718	-73.354
West Hempstead, NY	40.705	-73.65
West Hills, NY	40.816	-73.432
West Islip, NY	40.706	-73.306
West Seneca, NY	42.85	-78.8
Westbury, NY	40.756	-73.588
Westfield, NY	42.322	-79.578
White Plains, NY	41.034	-73.763
Whitehall, NY	43.556	-73.404
Wilson, NY	43.31	-78.826
Wolcott, NY	43.221	-76.815
Woodbury, NY	40.826	-73.468
Woodbury, NY	41.365	-74.106
Woodmere, NY	40.632	-73.713
Woodstock, NY	42.041	-74.118
Worcester, NY	42.591	-74.75
Yonkers, NY	40.931	-73.899
Yorkville, NY	43.113	-75.271
Youngstown, NY	43.247	-79.05
Ada, OH	40.77	-83.823
Akron, OH	41.081	-81.519
Alliance, OH	40.915	-81.106
Amherst, OH	41.398	-82.222
Andover, OH	41.607	-80.572
Ansonia, OH	40.214	-84.637
Arlington, OH	40.894	-83.65
Ashland, OH	40.869	-82.318
Ashtabula, OH	41.865	-80.79
Aurora, OH	41.318	-81.345
Austintown, OH	41.102	-80.765
Avon, OH	41.452	-82.035
Avon Center, OH	41.46	-82.02
Avon Lake, OH	41.505	-82.028
Barberton, OH	41.013	-81.605
Bay Village, OH	41.485	-81.922
Bedford, OH	41.393	-81.537
Bellaire, OH	40.016	-80.742
Bellevue, OH	41.274	-82.842
Berea, OH	41.366	-81.854
Bethesda, OH	40.016	-81.073
Boardman, OH	41.024	-80.663
Bowling Green, OH	41.375	-83.651
Bridgeport, OH	40.07	-80.74
Broadview Heights, OH	41.314	-81.685
Brook Park, OH	41.398	-81.805
Brooklyn, OH	41.44	-81.735
Brunswick, OH	41.238	-81.842
Bryan, OH	41.475	-84.552
Burlington, OH	41.572	-84.308
Burton, OH	41.471	-81.145
Cambridge, OH	40.031	-81.588
Campbell, OH	41.078	-80.599
Canton, OH	40.799	-81.378
Carrollton, OH	40.573	-81.086
Cleveland, OH	41.499	-81.695
Clinton, OH	40.927	-81.63
Cortland, OH	41.33	-80.725
Covington, OH	40.117	-84.354
Cuyahoga Falls, OH	41.134	-81.485
Dalton, OH	40.799	-81.695
Danville, OH	40.448	-82.26
Defiance, OH	41.284	-84.356
Delaware, OH	40.299	-83.068
Dover, OH	40.521	-81.474
Dublin, OH	40.099	-83.114
East Cleveland, OH	41.533	-81.579
Eastlake, OH	41.654	-81.45
Edgewood, OH	41.873	-80.773
Elyria, OH	41.368	-82.108
Euclid, OH	41.593	-81.527
Fairview Park, OH	41.441	-81.864
Findlay, OH	41.044	-83.65
Fremont, OH	41.35	-83.122
Gahanna, OH	40.019	-82.879
Garfield Heights, OH	41.417	-81.606
Geneva, OH	41.805	-80.948
Glendale, OH	41.397	-81.542
Grafton, OH	41.273	-82.055
Green, OH	40.946	-81.483
Greenville, OH	40.103	-84.633
Hicksville, OH	41.293	-84.762
Hilliard, OH	40.033	-83.158
Holland, OH	41.622	-83.712
Hudson, OH	41.24	-81.441
Independence, OH	41.369	-81.638
Johnstown, OH	40.154	-82.685
Kent, OH	41.154	-81.358
Lakewood, OH	41.482	-81.798
Lexington, OH	40.679	-82.582
Lima, OH	40.743	-84.105
Lodi, OH	41.033	-82.012
Lorain, OH	41.453	-82.182
Louisville, OH	40.837	-81.26
Lyndhurst, OH	41.52	-81.489
Madison, OH	41.771	-81.05
Manchester, OH	40.937	-81.569
Mansfield, OH	40.758	-82.515
Maple Heights, OH	41.415	-81.566
Marion, OH	40.589	-83.129
Marysville, OH	40.236	-83.367
Massillon, OH	40.797	-81.522
Mayfield Heights, OH	41.519	-81.458
Medina, OH	41.138	-81.864
Mentor, OH	41.666	-81.34
Middleburg Heights, OH	41.361	-81.813
Monroeville, OH	41.244	-82.696
Mount Vernon, OH	40.393	-82.486
Navarre, OH	40.724	-81.522
New Albany, OH	40.081	-82.809
New Philadelphia, OH	40.49	-81.446
Newark, OH	40.058	-82.401
Niles, OH	41.183	-80.765
North Canton, OH	40.876	-81.402
North Olmsted, OH	41.416	-81.923
North Ridgeville, OH	41.389	-82.019
North Royalton, OH	41.314	-81.725
Northfield, OH	41.345	-81.528
Norton, OH	41.029	-81.638
Norwalk, OH	41.243	-82.616
Oak Harbor, OH	41.507	-83.147
Oak Hill, OH	40.414	-82.241
Ontario, OH	40.759	-82.59
Orange, OH	41.45	-81.481
Oregon, OH	41.644	-83.487
Ottawa, OH	41.019	-84.047
Painesville, OH	41.724	-81.246
Parma, OH	41.405	-81.723
Parma Heights, OH	41.39	-81.76
Perrysburg, OH	41.557	-83.627
Piqua, OH	40.145	-84.242
Pleasant Hill, OH	40.052	-84.344
Plymouth, OH	40.996	-82.667
Richfield, OH	41.24	-81.638
Rockford, OH	40.688	-84.647
Rockford, OH	40.477	-81.308
Rocky River, OH	41.476	-81.839
Salem, OH	40.901	-80.857
Sandusky, OH	41.449	-82.708
Shaker Heights, OH	41.474	-81.537
Shelby, OH	40.881	-82.662
Sidney, OH	40.284	-84.156
Silver Lake, OH	41.159	-81.454
Solon, OH	41.39	-81.441
South Euclid, OH	41.523	-81.518
Springville, OH	41.01	-83.387
Steubenville, OH	40.37	-80.634
Stow, OH	41.16	-81.44
Streetsboro, OH	41.239	-81.346
Strongsville, OH	41.314	-81.836
Sylvania, OH	41.719	-83.713
Tallmadge, OH	41.101	-81.442
Tiffin, OH	41.114	-83.178
Toledo, OH	41.664	-83.555
Troy, OH	40.04	-84.203
Twinsburg, OH	41.313	-81.44
Union City, 	40.199	-84.805
Urbana, OH	40.108	-83.752
Utica, OH	40.234	-82.451
Wadsworth, OH	41.026	-81.73
Waterville, OH	41.501	-83.718
Warren, OH	41.238	-80.818
Wellington, OH	41.169	-82.218
West Lafayette, OH	40.275	-81.751
Westerville, OH	40.126	-82.929
Westlake, OH	41.455	-81.918
Weston, OH	41.345	-83.797
Willoughby, OH	41.64	-81.407
Windham, OH	41.235	-81.049
Wooster, OH	40.805	-81.935
Yorkville, OH	40.155	-80.71
Youngstown, OH	41.1	-80.65
Akron, PA	40.157	-76.202
Allentown, PA	40.608	-75.49
Allison Park, 	40.558	-79.958
Allison Park, PA	40.56	-79.959
Altoona, PA	40.519	-78.395
Ardmore, PA	40.007	-75.285
Arlington Heights, PA	40.99	-75.216
Arnold, PA	40.58	-79.767
Ashland, PA	40.782	-76.346
Athens, PA	41.957	-76.518
Avon, PA	40.346	-76.39
Back Mountain, PA	41.336	-75.996
Baldwin, PA	40.338	-79.979
Bangor, PA	40.866	-75.207
Bedford, PA	40.019	-78.504
Belleville, PA	40.605	-77.726
Bellevue, PA	40.494	-80.052
Bellwood, PA	40.603	-78.325
Belmont, PA	40.287	-78.889
Berwyn, PA	40.045	-75.439
Bessemer, PA	40.975	-80.494
Bethel Park, PA	40.328	-80.039
Bethlehem, PA	40.626	-75.37
Bloomfield, PA	40.461	-79.951
Brentwood, PA	40.371	-79.975
Bridgeport, PA	40.105	-75.345
Bristol, PA	40.101	-74.852
Brownsville, PA	40.024	-79.884
Canton, PA	41.656	-76.853
Carbondale, PA	41.574	-75.502
Carlisle, PA	40.201	-77.189
Centerville, PA	40.045	-79.976
Clearfield, PA	41.027	-78.439
Columbia, PA	40.034	-76.504
Conway, PA	40.66	-80.239
Dallas, PA	41.336	-75.963
Dalton, PA	41.534	-75.736
Danville, PA	40.963	-76.613
Derry, PA	40.334	-79.3
Denver, PA	40.233	-76.137
Dover, PA	40.002	-76.85
Dublin, PA	40.372	-75.202
Easton, PA	40.688	-75.221
Edgewood, PA	40.432	-79.881
Edgewood, PA	40.788	-76.572
Edwardsville, PA	41.27	-75.916
Elizabeth, PA	40.269	-79.89
Elizabethtown, PA	40.153	-76.603
Erie, PA	42.129	-80.085
Everett, PA	40.011	-78.373
Fairhope, PA	40.114	-79.84
Ferndale, PA	40.289	-78.915
Forest Hills, PA	40.42	-79.85
Fort Washington, PA	40.142	-75.209
Franklin, PA	41.398	-79.831
Franklin Park, PA	40.583	-80.088
Freeport, PA	40.674	-79.685
Fullerton, PA	40.632	-75.473
Georgetown, PA	41.227	-75.869
Grafton, PA	40.473	-79.209
Greenville, PA	41.404	-80.391
Greenwood, PA	40.536	-78.358
Grove City, PA	41.158	-80.089
Harrisburg, PA	40.274	-76.884
Hastings, PA	40.665	-78.712
Hays, PA	40.39	-79.934
Hazleton, PA	40.958	-75.975
Hermitage, PA	41.233	-80.449
Highland Park, PA	40.621	-77.568
Homestead, PA	40.406	-79.912
Houston, PA	40.246	-80.211
Hudson, PA	41.275	-75.836
Independence, PA	40.572	-80.309
Irvine, PA	41.839	-79.268
Johnstown, PA	40.327	-78.922
King of Prussia, PA	40.089	-75.396
Kingston, PA	41.262	-75.897
Lakewood, PA	42.092	-80.174
Lancaster, PA	40.038	-76.306
Lansdale, PA	40.242	-75.284
Lebanon, PA	40.341	-76.411
Lemont, PA	40.811	-77.818
Levittown, PA	40.155	-74.829
Liberty, PA	40.325	-79.856
Limerick, PA	40.231	-75.522
Lincoln, PA	40.319	-79.855
Lincoln Park, PA	40.315	-75.985
Manchester, PA	40.063	-76.718
Mansfield, PA	41.807	-77.077
Marietta, PA	40.057	-76.552
Marysville, PA	40.343	-76.93
McKeesport, PA	40.348	-79.864
Meridian, PA	40.848	-79.962
Middletown, PA	40.2	-76.731
Middletown, PA	40.644	-75.332
Midland, PA	40.633	-80.446
Midland, PA	40.259	-80.218
Milford, PA	41.322	-74.802
Milton, PA	41.012	-76.848
Monroeville, PA	40.421	-79.788
Montgomery, PA	41.17	-76.877
Montrose, PA	40.306	-75.988
Montrose, PA	41.834	-75.877
Morrisville, PA	40.211	-74.788
Moscow, PA	41.337	-75.519
Mount Lebanon, PA	40.355	-80.049
Mount Pleasant, PA	40.149	-79.541
Mountain Top, PA	40.107	-75.953
Mountain Top, PA	41.17	-75.877
Murrysville, PA	40.428	-79.698
New Brighton, PA	40.73	-80.31
New Castle, PA	41.004	-80.347
New Hope, PA	40.364	-74.951
New Philadelphia, PA	40.72	-76.116
Newport, PA	40.478	-77.131
Norristown, PA	40.121	-75.34
Northampton, PA	40.686	-75.497
Oakdale, PA	40.398	-80.186
Oakdale, PA	40.992	-75.92
Oakland, PA	40.306	-78.888
Oakland, PA	40.99	-80.37
Palmdale, PA	40.298	-76.619
Palo Alto, PA	40.687	-76.172
Paradise, PA	40.01	-76.129
Penn Hills, PA	40.501	-79.839
Phoenixville, PA	40.13	-75.515
Pittsburgh, PA	40.441	-79.996
Pleasant Hill, PA	40.336	-76.442
Plum, PA	40.5	-79.749
Plymouth, PA	41.24	-75.945
Portage, PA	40.389	-78.672
Pottstown, PA	40.245	-75.65
Radnor, PA	40.046	-75.36
Reading, PA	40.336	-75.927
Richland, PA	40.359	-76.258
Riverside, PA	40.955	-76.629
Rochester, PA	40.702	-80.286
Rockledge, PA	40.081	-75.09
Rutherford, PA	40.269	-76.768
Scranton, PA	41.409	-75.662
Shenandoah, PA	40.82	-76.201
Somerset, PA	40.008	-79.078
Springdale, PA	40.541	-79.784
State College, PA	40.793	-77.86
Sun Valley, PA	40.982	-75.466
Sun Valley, PA	41.011	-75.47
Taylor, PA	41.395	-75.707
Titusville, PA	41.627	-79.674
Troy, PA	41.786	-76.788
Troy, PA	40.915	-78.216
Union City, PA	41.9	-79.845
Upper Saint Clair, PA	40.336	-80.083
Warren, PA	41.844	-79.145
Washington, PA	40.174	-80.246
Waterford, PA	41.943	-79.984
Waterford, PA	40.255	-79.168
West Hills, PA	40.824	-79.543
West Mifflin, PA	40.363	-79.866
Westfield, PA	41.919	-77.539
Westmont, PA	40.316	-78.952
White Oak, PA	40.338	-79.809
Whitehall, PA	40.361	-79.991
Whitehall Township, PA	40.667	-75.5
Wilkes-Barre, PA	41.246	-75.881
Wilkinsburg, PA	40.442	-79.882
Williamsport, PA	41.241	-77.001
Williamstown, PA	40.58	-76.618
Willow Grove, PA	40.144	-75.116
Wilson, PA	40.31	-79.891
Wilson, PA	40.684	-75.242
Wyoming, PA	41.312	-75.837
Zion, PA	40.914	-77.685
Barrington, RI	41.741	-71.309
Bristol, RI	41.677	-71.266
Central Falls, RI	41.891	-71.392
Coventry, RI	41.7	-71.683
Cranston, RI	41.78	-71.437
Cumberland, RI	41.967	-71.433
East Providence, RI	41.814	-71.37
Greenville, RI	41.871	-71.552
Jamestown, RI	41.497	-71.367
Kingston, RI	41.48	-71.523
Melville, RI	41.587	-71.283
Middletown, RI	41.546	-71.291
Newport, RI	41.49	-71.313
North Kingstown, RI	41.55	-71.466
North Providence, RI	41.85	-71.466
Pawtucket, RI	41.879	-71.383
Portsmouth, RI	41.602	-71.25
Providence, RI	41.824	-71.413
Smithfield, RI	41.922	-71.55
Warren, RI	41.73	-71.283
Warwick, RI	41.7	-71.416
West Warwick, RI	41.697	-71.522
Westerly, RI	41.378	-71.827
Woonsocket, RI	42.003	-71.515
Aberdeen, SD	45.465	-98.486
Alexandria, SD	43.654	-97.783
Brandon, SD	43.595	-96.572
Brookings, SD	44.311	-96.798
Canton, SD	43.301	-96.593
Harrisburg, SD	43.431	-96.697
Howard, SD	44.011	-97.527
Iona, SD	43.543	-99.425
Madison, SD	44.006	-97.114
Mitchell, SD	43.709	-98.03
Parker, SD	43.397	-97.136
Prairie Village, SD	44.006	-97.168
Salem, SD	43.724	-97.389
Sioux Falls, SD	43.55	-96.7
Springfield, SD	42.854	-97.897
Watertown, SD	44.899	-97.115
Woonsocket, SD	44.054	-98.276
Arlington, VT	43.075	-73.154
Brandon, VT	43.798	-73.088
Bristol, VT	44.133	-73.079
Brownsville, VT	43.469	-72.471
Burlington, VT	44.476	-73.212
Chelsea, VT	43.99	-72.448
Chester, VT	43.263	-72.595
Colchester, VT	44.544	-73.148
Dover, VT	42.944	-72.804
Milton, VT	44.64	-73.11
Morristown, VT	44.557	-72.624
Morrisville, VT	44.562	-72.598
Newport, VT	44.936	-72.205
Northfield, VT	44.151	-72.657
